"","Class","Sex","Age","Survived"
"1533","2nd","Female","Child","Survived"
"1534","3rd","Female","Child","Survived"
"1535","3rd","Female","Child","Survived"
"1536","3rd","Female","Child","Survived"
"1537","3rd","Female","Child","Survived"
"1538","3rd","Female","Child","Survived"
"1539","3rd","Female","Child","Survived"
"1540","3rd","Female","Child","Survived"
"1541","3rd","Female","Child","Survived"
"1542","3rd","Female","Child","Survived"
"1543","3rd","Female","Child","Survived"
"1544","3rd","Female","Child","Survived"
"1545","3rd","Female","Child","Survived"
"1546","3rd","Female","Child","Survived"
"1547","3rd","Female","Child","Survived"
"1548","1st","Male","Adult","Survived"
"1549","1st","Male","Adult","Survived"
"1550","1st","Male","Adult","Survived"
"1551","1st","Male","Adult","Survived"
"1552","1st","Male","Adult","Survived"
"1553","1st","Male","Adult","Survived"
"1554","1st","Male","Adult","Survived"
"1555","1st","Male","Adult","Survived"
"1556","1st","Male","Adult","Survived"
"1557","1st","Male","Adult","Survived"
"1558","1st","Male","Adult","Survived"
"1559","1st","Male","Adult","Survived"
"1560","1st","Male","Adult","Survived"
"1561","1st","Male","Adult","Survived"
"1562","1st","Male","Adult","Survived"
"1563","1st","Male","Adult","Survived"
"1564","1st","Male","Adult","Survived"
"1565","1st","Male","Adult","Survived"
"1566","1st","Male","Adult","Survived"
"1567","1st","Male","Adult","Survived"
"1568","1st","Male","Adult","Survived"
"1569","1st","Male","Adult","Survived"
"1570","1st","Male","Adult","Survived"
"1571","1st","Male","Adult","Survived"
"1572","1st","Male","Adult","Survived"
"1573","1st","Male","Adult","Survived"
"1574","1st","Male","Adult","Survived"
"1575","1st","Male","Adult","Survived"
"1576","1st","Male","Adult","Survived"
"1577","1st","Male","Adult","Survived"
"1578","1st","Male","Adult","Survived"
"1579","1st","Male","Adult","Survived"
"1580","1st","Male","Adult","Survived"
"1581","1st","Male","Adult","Survived"
"1582","1st","Male","Adult","Survived"
"1583","1st","Male","Adult","Survived"
"1584","1st","Male","Adult","Survived"
"1585","1st","Male","Adult","Survived"
"1586","1st","Male","Adult","Survived"
"1587","1st","Male","Adult","Survived"
"1588","1st","Male","Adult","Survived"
"1589","1st","Male","Adult","Survived"
"1590","1st","Male","Adult","Survived"
"1591","1st","Male","Adult","Survived"
"1592","1st","Male","Adult","Survived"
"1593","1st","Male","Adult","Survived"
"1594","1st","Male","Adult","Survived"
"1595","1st","Male","Adult","Survived"
"1596","1st","Male","Adult","Survived"
"1597","1st","Male","Adult","Survived"
"1598","1st","Male","Adult","Survived"
"1599","1st","Male","Adult","Survived"
"1600","1st","Male","Adult","Survived"
"1601","1st","Male","Adult","Survived"
"1602","1st","Male","Adult","Survived"
"1603","1st","Male","Adult","Survived"
"1604","1st","Male","Adult","Survived"
"1605","2nd","Male","Adult","Survived"
"1606","2nd","Male","Adult","Survived"
"1607","2nd","Male","Adult","Survived"
"1608","2nd","Male","Adult","Survived"
"1609","2nd","Male","Adult","Survived"
"1610","2nd","Male","Adult","Survived"
"1611","2nd","Male","Adult","Survived"
"1612","2nd","Male","Adult","Survived"
"1613","2nd","Male","Adult","Survived"
"1614","2nd","Male","Adult","Survived"
"1615","2nd","Male","Adult","Survived"
"1616","2nd","Male","Adult","Survived"
"1617","2nd","Male","Adult","Survived"
"1618","2nd","Male","Adult","Survived"
"1619","3rd","Male","Adult","Survived"
"1620","3rd","Male","Adult","Survived"
"1621","3rd","Male","Adult","Survived"
"1622","3rd","Male","Adult","Survived"
"1623","3rd","Male","Adult","Survived"
"1624","3rd","Male","Adult","Survived"
"1625","3rd","Male","Adult","Survived"
"1626","3rd","Male","Adult","Survived"
"1627","3rd","Male","Adult","Survived"
"1628","3rd","Male","Adult","Survived"
"1629","3rd","Male","Adult","Survived"
"1630","3rd","Male","Adult","Survived"
"1631","3rd","Male","Adult","Survived"
"1632","3rd","Male","Adult","Survived"
"1633","3rd","Male","Adult","Survived"
"1634","3rd","Male","Adult","Survived"
"1635","3rd","Male","Adult","Survived"
"1636","3rd","Male","Adult","Survived"
"1637","3rd","Male","Adult","Survived"
"1638","3rd","Male","Adult","Survived"
"1639","3rd","Male","Adult","Survived"
"1640","3rd","Male","Adult","Survived"
"1641","3rd","Male","Adult","Survived"
"1642","3rd","Male","Adult","Survived"
"1643","3rd","Male","Adult","Survived"
"1644","3rd","Male","Adult","Survived"
"1645","3rd","Male","Adult","Survived"
"1646","3rd","Male","Adult","Survived"
"1647","3rd","Male","Adult","Survived"
"1648","3rd","Male","Adult","Survived"
"1649","3rd","Male","Adult","Survived"
"1650","3rd","Male","Adult","Survived"
"1651","3rd","Male","Adult","Survived"
"1652","3rd","Male","Adult","Survived"
"1653","3rd","Male","Adult","Survived"
"1654","3rd","Male","Adult","Survived"
"1655","3rd","Male","Adult","Survived"
"1656","3rd","Male","Adult","Survived"
"1657","3rd","Male","Adult","Survived"
"1658","3rd","Male","Adult","Survived"
"1659","3rd","Male","Adult","Survived"
"1660","3rd","Male","Adult","Survived"
"1661","3rd","Male","Adult","Survived"
"1662","3rd","Male","Adult","Survived"
"1663","3rd","Male","Adult","Survived"
"1664","3rd","Male","Adult","Survived"
"1665","3rd","Male","Adult","Survived"
"1666","3rd","Male","Adult","Survived"
"1667","3rd","Male","Adult","Survived"
"1668","3rd","Male","Adult","Survived"
"1669","3rd","Male","Adult","Survived"
"1670","3rd","Male","Adult","Survived"
"1671","3rd","Male","Adult","Survived"
"1672","3rd","Male","Adult","Survived"
"1673","3rd","Male","Adult","Survived"
"1674","3rd","Male","Adult","Survived"
"1675","3rd","Male","Adult","Survived"
"1676","3rd","Male","Adult","Survived"
"1677","3rd","Male","Adult","Survived"
"1678","3rd","Male","Adult","Survived"
"1679","3rd","Male","Adult","Survived"
"1680","3rd","Male","Adult","Survived"
"1681","3rd","Male","Adult","Survived"
"1682","3rd","Male","Adult","Survived"
"1683","3rd","Male","Adult","Survived"
"1684","3rd","Male","Adult","Survived"
"1685","3rd","Male","Adult","Survived"
"1686","3rd","Male","Adult","Survived"
"1687","3rd","Male","Adult","Survived"
"1688","3rd","Male","Adult","Survived"
"1689","3rd","Male","Adult","Survived"
"1690","3rd","Male","Adult","Survived"
"1691","3rd","Male","Adult","Survived"
"1692","3rd","Male","Adult","Survived"
"1693","3rd","Male","Adult","Survived"
"1694","Crew","Male","Adult","Survived"
"1695","Crew","Male","Adult","Survived"
"1696","Crew","Male","Adult","Survived"
"1697","Crew","Male","Adult","Survived"
"1698","Crew","Male","Adult","Survived"
"1699","Crew","Male","Adult","Survived"
"1700","Crew","Male","Adult","Survived"
"1701","Crew","Male","Adult","Survived"
"1702","Crew","Male","Adult","Survived"
"1703","Crew","Male","Adult","Survived"
"1704","Crew","Male","Adult","Survived"
"1705","Crew","Male","Adult","Survived"
"1706","Crew","Male","Adult","Survived"
"1707","Crew","Male","Adult","Survived"
"1708","Crew","Male","Adult","Survived"
"1709","Crew","Male","Adult","Survived"
"1710","Crew","Male","Adult","Survived"
"1711","Crew","Male","Adult","Survived"
"1712","Crew","Male","Adult","Survived"
"1713","Crew","Male","Adult","Survived"
"1714","Crew","Male","Adult","Survived"
"1715","Crew","Male","Adult","Survived"
"1716","Crew","Male","Adult","Survived"
"1717","Crew","Male","Adult","Survived"
"1718","Crew","Male","Adult","Survived"
"1719","Crew","Male","Adult","Survived"
"1720","Crew","Male","Adult","Survived"
"1721","Crew","Male","Adult","Survived"
"1722","Crew","Male","Adult","Survived"
"1723","Crew","Male","Adult","Survived"
"1724","Crew","Male","Adult","Survived"
"1725","Crew","Male","Adult","Survived"
"1726","Crew","Male","Adult","Survived"
"1727","Crew","Male","Adult","Survived"
"1728","Crew","Male","Adult","Survived"
"1729","Crew","Male","Adult","Survived"
"1730","Crew","Male","Adult","Survived"
"1731","Crew","Male","Adult","Survived"
"1732","Crew","Male","Adult","Survived"
"1733","Crew","Male","Adult","Survived"
"1734","Crew","Male","Adult","Survived"
"1735","Crew","Male","Adult","Survived"
"1736","Crew","Male","Adult","Survived"
"1737","Crew","Male","Adult","Survived"
"1738","Crew","Male","Adult","Survived"
"1739","Crew","Male","Adult","Survived"
"1740","Crew","Male","Adult","Survived"
"1741","Crew","Male","Adult","Survived"
"1742","Crew","Male","Adult","Survived"
"1743","Crew","Male","Adult","Survived"
"1744","Crew","Male","Adult","Survived"
"1745","Crew","Male","Adult","Survived"
"1746","Crew","Male","Adult","Survived"
"1747","Crew","Male","Adult","Survived"
"1748","Crew","Male","Adult","Survived"
"1749","Crew","Male","Adult","Survived"
"1750","Crew","Male","Adult","Survived"
"1751","Crew","Male","Adult","Survived"
"1752","Crew","Male","Adult","Survived"
"1753","Crew","Male","Adult","Survived"
"1754","Crew","Male","Adult","Survived"
"1755","Crew","Male","Adult","Survived"
"1756","Crew","Male","Adult","Survived"
"1757","Crew","Male","Adult","Survived"
"1758","Crew","Male","Adult","Survived"
"1759","Crew","Male","Adult","Survived"
"1760","Crew","Male","Adult","Survived"
"1761","Crew","Male","Adult","Survived"
"1762","Crew","Male","Adult","Survived"
"1763","Crew","Male","Adult","Survived"
"1764","Crew","Male","Adult","Survived"
"1765","Crew","Male","Adult","Survived"
"1766","Crew","Male","Adult","Survived"
"1767","Crew","Male","Adult","Survived"
"1768","Crew","Male","Adult","Survived"
"1769","Crew","Male","Adult","Survived"
"1770","Crew","Male","Adult","Survived"
"1771","Crew","Male","Adult","Survived"
"1772","Crew","Male","Adult","Survived"
"1773","Crew","Male","Adult","Survived"
"1774","Crew","Male","Adult","Survived"
"1775","Crew","Male","Adult","Survived"
"1776","Crew","Male","Adult","Survived"
"1777","Crew","Male","Adult","Survived"
"1778","Crew","Male","Adult","Survived"
"1779","Crew","Male","Adult","Survived"
"1780","Crew","Male","Adult","Survived"
"1781","Crew","Male","Adult","Survived"
"1782","Crew","Male","Adult","Survived"
"1783","Crew","Male","Adult","Survived"
"1784","Crew","Male","Adult","Survived"
"1785","Crew","Male","Adult","Survived"
"1786","Crew","Male","Adult","Survived"
"1787","Crew","Male","Adult","Survived"
"1788","Crew","Male","Adult","Survived"
"1789","Crew","Male","Adult","Survived"
"1790","Crew","Male","Adult","Survived"
"1791","Crew","Male","Adult","Survived"
"1792","Crew","Male","Adult","Survived"
"1793","Crew","Male","Adult","Survived"
"1794","Crew","Male","Adult","Survived"
"1795","Crew","Male","Adult","Survived"
"1796","Crew","Male","Adult","Survived"
"1797","Crew","Male","Adult","Survived"
"1798","Crew","Male","Adult","Survived"
"1799","Crew","Male","Adult","Survived"
"1800","Crew","Male","Adult","Survived"
"1801","Crew","Male","Adult","Survived"
"1802","Crew","Male","Adult","Survived"
"1803","Crew","Male","Adult","Survived"
"1804","Crew","Male","Adult","Survived"
"1805","Crew","Male","Adult","Survived"
"1806","Crew","Male","Adult","Survived"
"1807","Crew","Male","Adult","Survived"
"1808","Crew","Male","Adult","Survived"
"1809","Crew","Male","Adult","Survived"
"1810","Crew","Male","Adult","Survived"
"1811","Crew","Male","Adult","Survived"
"1812","Crew","Male","Adult","Survived"
"1813","Crew","Male","Adult","Survived"
"1814","Crew","Male","Adult","Survived"
"1815","Crew","Male","Adult","Survived"
"1816","Crew","Male","Adult","Survived"
"1817","Crew","Male","Adult","Survived"
"1818","Crew","Male","Adult","Survived"
"1819","Crew","Male","Adult","Survived"
"1820","Crew","Male","Adult","Survived"
"1821","Crew","Male","Adult","Survived"
"1822","Crew","Male","Adult","Survived"
"1823","Crew","Male","Adult","Survived"
"1824","Crew","Male","Adult","Survived"
"1825","Crew","Male","Adult","Survived"
"1826","Crew","Male","Adult","Survived"
"1827","Crew","Male","Adult","Survived"
"1828","Crew","Male","Adult","Survived"
"1829","Crew","Male","Adult","Survived"
"1830","Crew","Male","Adult","Survived"
"1831","Crew","Male","Adult","Survived"
"1832","Crew","Male","Adult","Survived"
"1833","Crew","Male","Adult","Survived"
"1834","Crew","Male","Adult","Survived"
"1835","Crew","Male","Adult","Survived"
"1836","Crew","Male","Adult","Survived"
"1837","Crew","Male","Adult","Survived"
"1838","Crew","Male","Adult","Survived"
"1839","Crew","Male","Adult","Survived"
"1840","Crew","Male","Adult","Survived"
"1841","Crew","Male","Adult","Survived"
"1842","Crew","Male","Adult","Survived"
"1843","Crew","Male","Adult","Survived"
"1844","Crew","Male","Adult","Survived"
"1845","Crew","Male","Adult","Survived"
"1846","Crew","Male","Adult","Survived"
"1847","Crew","Male","Adult","Survived"
"1848","Crew","Male","Adult","Survived"
"1849","Crew","Male","Adult","Survived"
"1850","Crew","Male","Adult","Survived"
"1851","Crew","Male","Adult","Survived"
"1852","Crew","Male","Adult","Survived"
"1853","Crew","Male","Adult","Survived"
"1854","Crew","Male","Adult","Survived"
"1855","Crew","Male","Adult","Survived"
"1856","Crew","Male","Adult","Survived"
"1857","Crew","Male","Adult","Survived"
"1858","Crew","Male","Adult","Survived"
"1859","Crew","Male","Adult","Survived"
"1860","Crew","Male","Adult","Survived"
"1861","Crew","Male","Adult","Survived"
"1862","Crew","Male","Adult","Survived"
"1863","Crew","Male","Adult","Survived"
"1864","Crew","Male","Adult","Survived"
"1865","Crew","Male","Adult","Survived"
"1866","Crew","Male","Adult","Survived"
"1867","Crew","Male","Adult","Survived"
"1868","Crew","Male","Adult","Survived"
"1869","Crew","Male","Adult","Survived"
"1870","Crew","Male","Adult","Survived"
"1871","Crew","Male","Adult","Survived"
"1872","Crew","Male","Adult","Survived"
"1873","Crew","Male","Adult","Survived"
"1874","Crew","Male","Adult","Survived"
"1875","Crew","Male","Adult","Survived"
"1876","Crew","Male","Adult","Survived"
"1877","Crew","Male","Adult","Survived"
"1878","Crew","Male","Adult","Survived"
"1879","Crew","Male","Adult","Survived"
"1880","Crew","Male","Adult","Survived"
"1881","Crew","Male","Adult","Survived"
"1882","Crew","Male","Adult","Survived"
"1883","Crew","Male","Adult","Survived"
"1884","Crew","Male","Adult","Survived"
"1885","Crew","Male","Adult","Survived"
"1886","1st","Female","Adult","Survived"
"1887","1st","Female","Adult","Survived"
"1888","1st","Female","Adult","Survived"
"1889","1st","Female","Adult","Survived"
"1890","1st","Female","Adult","Survived"
"1891","1st","Female","Adult","Survived"
"1892","1st","Female","Adult","Survived"
"1893","1st","Female","Adult","Survived"
"1894","1st","Female","Adult","Survived"
"1895","1st","Female","Adult","Survived"
"1896","1st","Female","Adult","Survived"
"1897","1st","Female","Adult","Survived"
"1898","1st","Female","Adult","Survived"
"1899","1st","Female","Adult","Survived"
"1900","1st","Female","Adult","Survived"
"1901","1st","Female","Adult","Survived"
"1902","1st","Female","Adult","Survived"
"1903","1st","Female","Adult","Survived"
"1904","1st","Female","Adult","Survived"
"1905","1st","Female","Adult","Survived"
"1906","1st","Female","Adult","Survived"
"1907","1st","Female","Adult","Survived"
"1908","1st","Female","Adult","Survived"
"1909","1st","Female","Adult","Survived"
"1910","1st","Female","Adult","Survived"
"1911","1st","Female","Adult","Survived"
"1912","1st","Female","Adult","Survived"
"1913","1st","Female","Adult","Survived"
"1914","1st","Female","Adult","Survived"
"1915","1st","Female","Adult","Survived"
"1916","1st","Female","Adult","Survived"
"1917","1st","Female","Adult","Survived"
"1918","1st","Female","Adult","Survived"
"1919","1st","Female","Adult","Survived"
"1920","1st","Female","Adult","Survived"
"1921","1st","Female","Adult","Survived"
"1922","1st","Female","Adult","Survived"
"1923","1st","Female","Adult","Survived"
"1924","1st","Female","Adult","Survived"
"1925","1st","Female","Adult","Survived"
"1926","1st","Female","Adult","Survived"
"1927","1st","Female","Adult","Survived"
"1928","1st","Female","Adult","Survived"
"1929","1st","Female","Adult","Survived"
"1930","1st","Female","Adult","Survived"
"1931","1st","Female","Adult","Survived"
"1932","1st","Female","Adult","Survived"
"1933","1st","Female","Adult","Survived"
"1934","1st","Female","Adult","Survived"
"1935","1st","Female","Adult","Survived"
"1936","1st","Female","Adult","Survived"
"1937","1st","Female","Adult","Survived"
"1938","1st","Female","Adult","Survived"
"1939","1st","Female","Adult","Survived"
"1940","1st","Female","Adult","Survived"
"1941","1st","Female","Adult","Survived"
"1942","1st","Female","Adult","Survived"
"1943","1st","Female","Adult","Survived"
"1944","1st","Female","Adult","Survived"
"1945","1st","Female","Adult","Survived"
"1946","1st","Female","Adult","Survived"
"1947","1st","Female","Adult","Survived"
"1948","1st","Female","Adult","Survived"
"1949","1st","Female","Adult","Survived"
"1950","1st","Female","Adult","Survived"
"1951","1st","Female","Adult","Survived"
"1952","1st","Female","Adult","Survived"
"1953","1st","Female","Adult","Survived"
"1954","1st","Female","Adult","Survived"
"1955","1st","Female","Adult","Survived"
"1956","1st","Female","Adult","Survived"
"1957","1st","Female","Adult","Survived"
"1958","1st","Female","Adult","Survived"
"1959","1st","Female","Adult","Survived"
"1960","1st","Female","Adult","Survived"
"1961","1st","Female","Adult","Survived"
"1962","1st","Female","Adult","Survived"
"1963","1st","Female","Adult","Survived"
"1964","1st","Female","Adult","Survived"
"1965","1st","Female","Adult","Survived"
"1966","1st","Female","Adult","Survived"
"1967","1st","Female","Adult","Survived"
"1968","1st","Female","Adult","Survived"
"1969","1st","Female","Adult","Survived"
"1970","1st","Female","Adult","Survived"
"1971","1st","Female","Adult","Survived"
"1972","1st","Female","Adult","Survived"
"1973","1st","Female","Adult","Survived"
"1974","1st","Female","Adult","Survived"
"1975","1st","Female","Adult","Survived"
"1976","1st","Female","Adult","Survived"
"1977","1st","Female","Adult","Survived"
"1978","1st","Female","Adult","Survived"
"1979","1st","Female","Adult","Survived"
"1980","1st","Female","Adult","Survived"
"1981","1st","Female","Adult","Survived"
"1982","1st","Female","Adult","Survived"
"1983","1st","Female","Adult","Survived"
"1984","1st","Female","Adult","Survived"
"1985","1st","Female","Adult","Survived"
"1986","1st","Female","Adult","Survived"
"1987","1st","Female","Adult","Survived"
"1988","1st","Female","Adult","Survived"
"1989","1st","Female","Adult","Survived"
"1990","1st","Female","Adult","Survived"
"1991","1st","Female","Adult","Survived"
"1992","1st","Female","Adult","Survived"
"1993","1st","Female","Adult","Survived"
"1994","1st","Female","Adult","Survived"
"1995","1st","Female","Adult","Survived"
"1996","1st","Female","Adult","Survived"
"1997","1st","Female","Adult","Survived"
"1998","1st","Female","Adult","Survived"
"1999","1st","Female","Adult","Survived"
"2000","1st","Female","Adult","Survived"
"2001","1st","Female","Adult","Survived"
"2002","1st","Female","Adult","Survived"
"2003","1st","Female","Adult","Survived"
"2004","1st","Female","Adult","Survived"
"2005","1st","Female","Adult","Survived"
"2006","1st","Female","Adult","Survived"
"2007","1st","Female","Adult","Survived"
"2008","1st","Female","Adult","Survived"
"2009","1st","Female","Adult","Survived"
"2010","1st","Female","Adult","Survived"
"2011","1st","Female","Adult","Survived"
"2012","1st","Female","Adult","Survived"
"2013","1st","Female","Adult","Survived"
"2014","1st","Female","Adult","Survived"
"2015","1st","Female","Adult","Survived"
"2016","1st","Female","Adult","Survived"
"2017","1st","Female","Adult","Survived"
"2018","1st","Female","Adult","Survived"
"2019","1st","Female","Adult","Survived"
"2020","1st","Female","Adult","Survived"
"2021","1st","Female","Adult","Survived"
"2022","1st","Female","Adult","Survived"
"2023","1st","Female","Adult","Survived"
"2024","1st","Female","Adult","Survived"
"2025","1st","Female","Adult","Survived"
"2026","2nd","Female","Adult","Survived"
"2027","2nd","Female","Adult","Survived"
"2028","2nd","Female","Adult","Survived"
"2029","2nd","Female","Adult","Survived"
"2030","2nd","Female","Adult","Survived"
"2031","2nd","Female","Adult","Survived"
"2032","2nd","Female","Adult","Survived"
"2033","2nd","Female","Adult","Survived"
"2034","2nd","Female","Adult","Survived"
"2035","2nd","Female","Adult","Survived"
"2036","2nd","Female","Adult","Survived"
"2037","2nd","Female","Adult","Survived"
"2038","2nd","Female","Adult","Survived"
"2039","2nd","Female","Adult","Survived"
"2040","2nd","Female","Adult","Survived"
"2041","2nd","Female","Adult","Survived"
"2042","2nd","Female","Adult","Survived"
"2043","2nd","Female","Adult","Survived"
"2044","2nd","Female","Adult","Survived"
"2045","2nd","Female","Adult","Survived"
"2046","2nd","Female","Adult","Survived"
"2047","2nd","Female","Adult","Survived"
"2048","2nd","Female","Adult","Survived"
"2049","2nd","Female","Adult","Survived"
"2050","2nd","Female","Adult","Survived"
"2051","2nd","Female","Adult","Survived"
"2052","2nd","Female","Adult","Survived"
"2053","2nd","Female","Adult","Survived"
"2054","2nd","Female","Adult","Survived"
"2055","2nd","Female","Adult","Survived"
"2056","2nd","Female","Adult","Survived"
"2057","2nd","Female","Adult","Survived"
"2058","2nd","Female","Adult","Survived"
"2059","2nd","Female","Adult","Survived"
"2060","2nd","Female","Adult","Survived"
"2061","2nd","Female","Adult","Survived"
"2062","2nd","Female","Adult","Survived"
"2063","2nd","Female","Adult","Survived"
"2064","2nd","Female","Adult","Survived"
"2065","2nd","Female","Adult","Survived"
"2066","2nd","Female","Adult","Survived"
"2067","2nd","Female","Adult","Survived"
"2068","2nd","Female","Adult","Survived"
"2069","2nd","Female","Adult","Survived"
"2070","2nd","Female","Adult","Survived"
"2071","2nd","Female","Adult","Survived"
"2072","2nd","Female","Adult","Survived"
"2073","2nd","Female","Adult","Survived"
"2074","2nd","Female","Adult","Survived"
"2075","2nd","Female","Adult","Survived"
"2076","2nd","Female","Adult","Survived"
"2077","2nd","Female","Adult","Survived"
"2078","2nd","Female","Adult","Survived"
"2079","2nd","Female","Adult","Survived"
"2080","2nd","Female","Adult","Survived"
"2081","2nd","Female","Adult","Survived"
"2082","2nd","Female","Adult","Survived"
"2083","2nd","Female","Adult","Survived"
"2084","2nd","Female","Adult","Survived"
"2085","2nd","Female","Adult","Survived"
"2086","2nd","Female","Adult","Survived"
"2087","2nd","Female","Adult","Survived"
"2088","2nd","Female","Adult","Survived"
"2089","2nd","Female","Adult","Survived"
"2090","2nd","Female","Adult","Survived"
"2091","2nd","Female","Adult","Survived"
"2092","2nd","Female","Adult","Survived"
"2093","2nd","Female","Adult","Survived"
"2094","2nd","Female","Adult","Survived"
"2095","2nd","Female","Adult","Survived"
"2096","2nd","Female","Adult","Survived"
"2097","2nd","Female","Adult","Survived"
"2098","2nd","Female","Adult","Survived"
"2099","2nd","Female","Adult","Survived"
"2100","2nd","Female","Adult","Survived"
"2101","2nd","Female","Adult","Survived"
"2102","2nd","Female","Adult","Survived"
"2103","2nd","Female","Adult","Survived"
"2104","2nd","Female","Adult","Survived"
"2105","2nd","Female","Adult","Survived"
"2106","3rd","Female","Adult","Survived"
"2107","3rd","Female","Adult","Survived"
"2108","3rd","Female","Adult","Survived"
"2109","3rd","Female","Adult","Survived"
"2110","3rd","Female","Adult","Survived"
"2111","3rd","Female","Adult","Survived"
"2112","3rd","Female","Adult","Survived"
"2113","3rd","Female","Adult","Survived"
"2114","3rd","Female","Adult","Survived"
"2115","3rd","Female","Adult","Survived"
"2116","3rd","Female","Adult","Survived"
"2117","3rd","Female","Adult","Survived"
"2118","3rd","Female","Adult","Survived"
"2119","3rd","Female","Adult","Survived"
"2120","3rd","Female","Adult","Survived"
"2121","3rd","Female","Adult","Survived"
"2122","3rd","Female","Adult","Survived"
"2123","3rd","Female","Adult","Survived"
"2124","3rd","Female","Adult","Survived"
"2125","3rd","Female","Adult","Survived"
"2126","3rd","Female","Adult","Survived"
"2127","3rd","Female","Adult","Survived"
"2128","3rd","Female","Adult","Survived"
"2129","3rd","Female","Adult","Survived"
"2130","3rd","Female","Adult","Survived"
"2131","3rd","Female","Adult","Survived"
"2132","3rd","Female","Adult","Survived"
"2133","3rd","Female","Adult","Survived"
"2134","3rd","Female","Adult","Survived"
"2135","3rd","Female","Adult","Survived"
"2136","3rd","Female","Adult","Survived"
"2137","3rd","Female","Adult","Survived"
"2138","3rd","Female","Adult","Survived"
"2139","3rd","Female","Adult","Survived"
"2140","3rd","Female","Adult","Survived"
"2141","3rd","Female","Adult","Survived"
"2142","3rd","Female","Adult","Survived"
"2143","3rd","Female","Adult","Survived"
"2144","3rd","Female","Adult","Survived"
"2145","3rd","Female","Adult","Survived"
"2146","3rd","Female","Adult","Survived"
"2147","3rd","Female","Adult","Survived"
"2148","3rd","Female","Adult","Survived"
"2149","3rd","Female","Adult","Survived"
"2150","3rd","Female","Adult","Survived"
"2151","3rd","Female","Adult","Survived"
"2152","3rd","Female","Adult","Survived"
"2153","3rd","Female","Adult","Survived"
"2154","3rd","Female","Adult","Survived"
"2155","3rd","Female","Adult","Survived"
"2156","3rd","Female","Adult","Survived"
"2157","3rd","Female","Adult","Survived"
"2158","3rd","Female","Adult","Survived"
"2159","3rd","Female","Adult","Survived"
"2160","3rd","Female","Adult","Survived"
"2161","3rd","Female","Adult","Survived"
"2162","3rd","Female","Adult","Survived"
"2163","3rd","Female","Adult","Survived"
"2164","3rd","Female","Adult","Survived"
"2165","3rd","Female","Adult","Survived"
"2166","3rd","Female","Adult","Survived"
"2167","3rd","Female","Adult","Survived"
"2168","3rd","Female","Adult","Survived"
"2169","3rd","Female","Adult","Survived"
"2170","3rd","Female","Adult","Survived"
"2171","3rd","Female","Adult","Survived"
"2172","3rd","Female","Adult","Survived"
"2173","3rd","Female","Adult","Survived"
"2174","3rd","Female","Adult","Survived"
"2175","3rd","Female","Adult","Survived"
"2176","3rd","Female","Adult","Survived"
"2177","3rd","Female","Adult","Survived"
"2178","3rd","Female","Adult","Survived"
"2179","3rd","Female","Adult","Survived"
"2180","3rd","Female","Adult","Survived"
"2181","3rd","Female","Adult","Survived"
"2182","Crew","Female","Adult","Survived"
"2183","Crew","Female","Adult","Survived"
"2184","Crew","Female","Adult","Survived"
"2185","Crew","Female","Adult","Survived"
"2186","Crew","Female","Adult","Survived"
"2187","Crew","Female","Adult","Survived"
"2188","Crew","Female","Adult","Survived"
"2189","Crew","Female","Adult","Survived"
"2190","Crew","Female","Adult","Survived"
"2191","Crew","Female","Adult","Survived"
"2192","Crew","Female","Adult","Survived"
"2193","Crew","Female","Adult","Survived"
"2194","Crew","Female","Adult","Survived"
"2195","Crew","Female","Adult","Survived"
"2196","Crew","Female","Adult","Survived"
"2197","Crew","Female","Adult","Survived"
"2198","Crew","Female","Adult","Survived"
"2199","Crew","Female","Adult","Survived"
"2200","Crew","Female","Adult","Survived"
"2201","Crew","Female","Adult","Survived"
